label,text
4,@stevecla package arrived this morning thanks  - #neowin members: keep an eye out for something special happening soon
4,@_supernatural_ hi guys :-D never shown my huge appreciation for all the pics &lt;3 have one of the recents as my background  yum
4,"@candyschwartz I'm on Harvard Ave, see you in 2 min. "
4,so bored!! Maybe it's time to turn on my computer since thursday.. 
4,"@linacalabria I've a lot of role models, each for one aspect of my life, I wish I was as intellectual as Allen Shore LOL "
4,Soon I'll be out and about...Gotta love early weekend workouts..Not as early as Danny but it's still early...w00t! 
4,well last night turned out to be more boring than relaxing haha gona hit the shops today 
4,"@rochelledancel Nah, it's really ok. I mean...with 12 years your are supposed to make experiences, go back and forth and do silly things "
4,"Saw McFLY last night; WOWIE! @tommcfly  ; @dougmcfly ; @dannymcfly ; @mcflyharry, Thanks for such an Amazing Night  Loved it! =]"
4,"enjoying a relaxing saturday morning, drinking dunkin donuts cinnimon flavored coffee with milk and hot coco...very content "
4,@gsik Thanks for the hit on the bootstrap logo thing 
4,"@fizzybee  wow you have only just discovered this, Reuben must be made "
4,watching the trailer of final destination 4 a.k.a Final Destination Death Trip 3D 
4,off to meet matthew at the station 
4,"@mcflyharry seriously, much love for you right now. i caught your drumstick, yay! thanks for last night, see you at croydon! "
4,@ppk is the only person in the world who loves testing browsers and writing documentation about compatibility issues 
4,"@ChesterBe.. have a nice sleep, ChaZ "
4,@DittonWineTrade I am! Everyone says it's the beginners luck  yeah right!
4,checking either my... myspace.. facebook.. twitter... tooo many.  
4,slept 12 hours again and will now go shopping in n�rnberg. 
4,@kiddouk I do the same with Australia ! My home is now Australia 
4,@janalaiz Your gettin' it. Now just go snag a bunch of buddies to make Twitter more fun. 
4,@SatanzMantra just a small info ...but my prayers always there bro ..and u know it 
4,"@SatPlank Vi?iem ir uzfilm?ta series finale, bet to ner?d?s, jo b?s 2nd season "
4,I hate hate hate night mares! hay-layy 
4,is in a House music mood  ... -&gt; There are only 18 days left :O
4,me and sararh were singing war songs on the way home 
4,Going to see Wolverine later. A good dose of Jackman! 
4,@IamMarkus ORION has an online-shop anyway 
4,has decided on dinner for the 16th ~ haha ~ but shall keep Daniel guessing till tomorrow ~ because I can! G'night all 
4,@KennyNo1 ow !  already 12.14pm rather ??! gonna eat ur lunch ??..
4,@timixoxo I think you need to change your profile pic so we can actually see your face Timea! haha  xoxo
4,Fox and Friends is the Schizzle 
4,@mileycyrus ikr. i lov 2put my feet on dashboard-when u do pilates/yoga u always want to sit in weird ways rite!-in for the kill-la roux 
4,"Where did the sun go?  Oh well, it's still nice outside! "
4,@xMoushiex Im a very easily amused person 
4,going to Jana and Greta in a few minutes 
4,@Georgecraigono ooooh have a nice flight! 
4,94% of all text messages are &quot;seen&quot; by subscribers....we can see where I am going with this 
4,"@BlueLightTech T, would ya mind accompanying your boss when he goes here to the Philippines? It would be a BLAST if you were there too "
4,What a wonderfull sunny dae. 
4,I ate 2 chocolate donuts just now. Huuuggeee donuts! And now my tummy is smiling 
4,Try to beat me! - http://fre2dy.mybrute.com/ 
4,Very nice day to make soap!  4 weeks and there are small treasures made by my hands! 
4,Just got my email - won Euromillions.  Is �12.70 enough to set up your own record label? At least I can get the first round in at the bar 
4,@JAZJess I hate the SAT's too. I'm so glad we're almost done with it. We only have language left. 
4,Looking forward to a rather eventful day 
4,bamboozlee all dayy !!! 
4,"cooked my own dinner. eggs, pizza and toast. "
4,"@RobPattinson_ Happy almost birthday  ,btw when are you back in the uk ?WE MISS YOU ='("
4,@Naina You're welcome. I especially liked that you put the price upfront. And the site is a very clean design. Good Luck to you 
4,im aboit to run the apple blossom 10K 
4,"@cubed2D Yeah, I meant anime more than Japanese games. (I like hand-drawn anime actually  )"
4,"Right, has a shower, and i'm ready. hannah's coming at half one  then its to town and to watch HM "
4,im going to bed  night all XD
4,"@johnmichaelpix 140 char is not enough space! bought a B&amp;B, love our weather, Acadia, no road rage or overdevelopment  oh and no humidity!"
4,"@mileycyrus feet on the dashboard is kinda disgusting, not that im saying i dont do it  but it just is :d"
4,@thakker_harsh Ohh yeah!!! Anytime! ARR ka jawaab nahi 
4,"Back from shops, saw a famouse authour  Goin for a walk and drink now. x"
4,@Rannelee oh well usual crap.. u know how it is  LOL ... 
4,Vote for Rove McManus for the Gold Logie 
4,@akiraLOVE sounds awesome!  haha
4,@anefallarme @phatelara thanks ane!!  catcha guys later!! Time for dinner!  
4,"@stalker cool! I taped some sounds from the riots yesterday on it, saved straight to the cloud "
4,@peonproductions #FollowFriday is a list of people you send out on Fridays that you think others should follow. 
4,In bed wrecked after last night. Was good tho  x
4,"Back from the post office, once again Emmy was centre of attention "
4,trying to fill 140 characters with the stress that I am experiencing. It goes like this: AAAAAAAAAAAAAAAAAAHHHHH! and i still have space! 
4,@Cypha23 You should go out for a run then 
4,Told Kris Edler that @jessgliserman and I watched 'Pamela's Prayer'.  Got nothing but laughter.  
4,Ok whose devices r running out of battery following #awaresg  I am on my bb bold n going flat lor.
4,Awww the bears are waking up 
4,will leave for beati full dawn in a couple of hours 
4,@thebeanboy23 Ida Maria..loveing her latly! 
4,@bobbo I prefer ignorant Europeans. 
4,@perrynoble I'm thinking it's a Chick-fil-a kinda morning there in Anderson. C'mon Perry...you know you wanna.  
4,@porkeaw usually.. yea  #chocolate
4,Just made some crackers with philli cheese and they're lush  have a Gavin and Stacey DVD to watch now
4,"@fakoon nhi?u em xinh, nh?ng c�ng xinh kh? n?ng c� m?t anh to kh?e n�o b?i c�ng c�ng cao "
4,"@BRIANMBENDIS Or, you have something really important to do, even though you'd rather be at FCBD! "
4,@AmandaSena Morning  Big plans for the day? Looks like it's going to be a good one for indoor activities... overcast and rainy!
4,@cooliobeanz cool  photos please!
4,still working on the back-end of odd.io #wordpress CMS. Feeing good  
4,"new series of Ashes to Ashes, yay. "
4,Please pray that the youth sell all of their pies this am. They are raising money for camp. 
4,"@HiToYou No - nor knee and elbow pads... did look for them but there were none. Will be top of the list next time we head to Argos, tho' "
4,@olliegunner She's back!  - we're trying to get used to her being outside on Kampen - she needs a collar to complement the chip I guess.
4,@crazyTVaholic I'm in the process of writing another song w/Garage Band. I figure I can stick to 4/4 time for 1 song 
4,"hi everyone! good morning  drinking my redbull, preparing to blog"
4,@DrRus  Yep! Going fishin in a few.  My son's alarm just went off and were heading to the lake to hunt for lunkers  How bout U?
4,gnight yall 
4,"@matt_cox Well, THIS idiot (me), is no longer there. "
4,"@electrikk richarddddd you get us wine for tonight too, dad gave me a tenna yesterday "
4,added some twitter folks on Indiblogger. 
4,I don't think I can study much more now.. I think Moe (my friend) has got something on her heart.  Let's find out! YAHOOO!
4,@profsubramanian delivery 2.0 
4,@batcave89 ps... i like hu ur following  ahha
4,Helloo Twitterworld! Whats up?! @JOnasbrothers: Do u like germany?  Love ya
4,downloading anime 
4,@jdcasten i will do the &quot;rainbow&quot; at my portal for sell now 
4,"@johncmayer I think that's what being &quot;truly happy&quot; means. No matter how things may suck, you're still doing fine. "
4,Happy Birthday to my beautiful wife @melissaleon 
4,@trakin anotehr contender for the post - Ness Wadia? What say? 
4,@tommcfly how weird is it that i'm seeing you tomorrow? you should come+meet me cause i queued for 15 hours for my tickets!  xxxxxxxxxx
4,Bought my ticket to SF! #WWDC here I come 
4,@trevorlong  that's just soooo lame! 
4,@craig42k  ....and hello to you too   I was still typing when you popped in. oo
4,@griffmiester Nice one. Well done on the win. I played field hockey for 6 years back in high school and 2 years in uni.  Played Back.
4,@December_Skies YES! LOL XD I have that interview on my iPod 
4,Off to the land of the weegies 
4,When Did Your Heart Go Missing. 
4,Having my hair cut  yay
4,@blasha only that! 
4,@larry_mcleod just DM'd you with my email. look forward to connecting  adtech was very good
4,omg watched the eps. &amp; they rocked! now Im going 2 sleep so I can wake up too early &amp; wine about y I should've gone to sleep earlier 
4,Off to take the SAT. wish me luck 
4,@itsdoro saving it for tomo morning! are you watching now? can you watch on your touch? :O don't spoil for me  MISA BABIES FTW &lt;3
4,@brunoshine yup. Win 7 repaving the netbook. Main machine? will see. 
4,@Dutchrudder nice picliked others as well.yes you are a good boy.lol 
4,Road biking with my new favorite person! Rain rain go away 
4,@wickedgoddess if I give you cash and a grope will you get me one of the Dollhouse DVD sets at comic con? 
4,@dancehallmobi i just email u some pics from the beenie man show  to the &quot;updates&quot; address from http://mplsdancehall.com
4,"@matthew_west hey, johnson city is right around the corner from me!    i'll keep yall in my prayers!  God Bless!"
4,"@Lindsayslifee not much. think im gonna take a shower  the weather is nice, i want an icecream. LOL. wbuu sweetie? &lt;3"
4,follow me and i will follow you 
4,@RealHughJackman The Wolverine movie was fab! Enjoyed every sec of it. You've all done an amazing job  Keep up the good work!
4,"VPs (Med, Dentistry and Med Sci), Treasurer and Social Concerns have updated their pages on http://imusrc.blogspot.com/ do check it out "
4,is on the asian bus on the way to new york! 
4,"Some people have brains the size of algae. Of course, none of you on Twitter meet this &quot;criteria&quot;. Those who tweet are real smart. "
4,@musicalmover 10th of May is Mother's Day 
4,@havenward I really hope you�re snorring away right now 
4,@adlyman Good for you...staying locked in... 
4,glad that FC is back 
4,says Good evening. Yey  http://plurk.com/p/rd2kh
4,"Well, my euromillions syndicate filled up... we won a small prize, but not the biggie... 110 million next week though, so even better "
4,"sat on my balcony watching the waves, breaky then a bit of water skiing should be the order  of the day "
4,"@timkilgore yep yep.. we speak freaking estonian .. .kas sa kasutad mingit t6lkijat ? ? ? ?? ?  dunno , if ppl are stoners  .dundundun"
4,@MISSMYA my daughter loves your &quot;peanut butter stomp&quot; on Yo Gabba Gabba! 
4,"@Jabinya love it, voted. "
4,"@MISSMARY77 haha.Of course,it's good a busy.It is weeding .Enjoy ;)).I hope you will have wedding soon.But God knows ,love "
4,"@MissJoJoSmith good !!, awww thats good then  glad its better !!, yh am good tar!!"
4,@ThetaHealerMaya That's the key: try to keep the heart good so the rest will follows!  May you have a great day!
4,Bored... anyone know what I could do in London today?  Tweet me back 
4,"@arnteriksen morning, by the way "
4,"watching x-ment, the last stand. lol.... just made a dvd of my year 10 camp experiance "
4,"@d2theory way too deep at 6:24am, Bell. I'm deep in Handy Mandy speak and Pooh quotes. "
4,@leightonmarissa good job.. 
4,Back to normal!!  over 12 hours sleep!!
4,@barrogapoga http://twitpic.com/4d581 - hmmmm...That one- probably I like  But....grr... I KISS YOU I KISS YOU Obstinate American G ...
4,working at the special olympics today until noon 
4,@tracytaylor950 Crispin Glover was Marty McFly ... according to some Google info 
